overall_reign,holder,won_date,event_name,location,champion_reign_number,reign_days,days_recognized,era,notes,title,start_date,champion_name,source_order,holder_slug,champion_name_slug
,Rick Steiner & Scott Steiner,,Card #3675,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles,,Rick Steiner & Scott Steiner,3675.0,rick steiner scott steiner,rick steiner scott steiner
,Kevin Nash & Scott Hall,,Card #3689,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles,,Kevin Nash & Scott Hall,3689.0,kevin nash scott hall,kevin nash scott hall
,Rick Steiner & Scott Steiner,,Card #3720,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles,,Rick Steiner & Scott Steiner,3720.0,rick steiner scott steiner,rick steiner scott steiner
,Lex Luger & The Giant,,Card #3803,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles,,Lex Luger & The Giant,3803.0,lex luger the giant,lex luger the giant
,Booker T. & Stevie Ray,,Card #3850,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles,,Booker T. & Stevie Ray,3850.0,booker t stevie ray,booker t stevie ray
,Johnny Grunge & Rocco Rock,,Card #3853,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles,,Johnny Grunge & Rocco Rock,3853.0,johnny grunge rocco rock,johnny grunge rocco rock
,Lex Luger & Sting,,Card #3933,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles,,Lex Luger & Sting,3933.0,lex luger sting,lex luger sting
,Marcus Alexander Bagwell & Scotty Riggs,,Card #3962,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles,,Marcus Alexander Bagwell & Scotty Riggs,3962.0,marcus alexander bagwell scotty riggs,marcus alexander bagwell scotty riggs
,Marcus Bagwell & The Patriot,,Card #3976,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles,,Marcus Bagwell & The Patriot,3976.0,marcus bagwell the patriot,marcus bagwell the patriot
,Cactus Jack & Kevin Sullivan,,Card #4003,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles,,Cactus Jack & Kevin Sullivan,4003.0,cactus jack kevin sullivan,cactus jack kevin sullivan
,Brian Pillman & Steve Austin,,Card #4035,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles,,Brian Pillman & Steve Austin,4035.0,brian pillman steve austin,brian pillman steve austin
,Steve Williams & Terry Gordy,,Card #4058,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles,,Steve Williams & Terry Gordy,4058.0,steve williams terry gordy,steve williams terry gordy
,Bubba Ray Dudley & D-Von Dudley,,Card #11975,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles,,Bubba Ray Dudley & D-Von Dudley,11975.0,bubba ray dudley d von dudley,bubba ray dudley d von dudley
,Jeff Hardy & Matt Hardy,,Card #11992,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles,,Jeff Hardy & Matt Hardy,11992.0,jeff hardy matt hardy,jeff hardy matt hardy
,Booker T. & Test,,Card #12004,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles,,Booker T. & Test,12004.0,booker t test,booker t test
,Kane & The Undertaker,,Card #12049,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles,,Kane & The Undertaker,12049.0,kane the undertaker,kane the undertaker
,Bubba Ray Dudley & D-Von Dudley,,Card #11949,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles WWF Tag Team Titles,,Bubba Ray Dudley & D-Von Dudley,11949.0,bubba ray dudley d von dudley,bubba ray dudley d von dudley
,Kane & The Undertaker,,Card #12040,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Tag Team Titles WWF Tag Team Titles,,Kane & The Undertaker,12040.0,kane the undertaker,kane the undertaker
,Scott Steiner,,Card #3510,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Scott Steiner,3510.0,scott steiner,scott steiner
,Konnan,,Card #3531,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Konnan,3531.0,konnan,konnan
,Chris Jericho,,Card #3588,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Chris Jericho,3588.0,chris jericho,chris jericho
,Fit Finlay,,Card #3634,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Fit Finlay,3634.0,fit finlay,fit finlay
,Rick Martel,,Card #3673,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Rick Martel,3673.0,rick martel,rick martel
,Booker T.,,Card #3694,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Booker T.,3694.0,booker t,booker t
,Disco Inferno,,Card #3702,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Disco Inferno,3702.0,disco inferno,disco inferno
,Perry Saturn,,Card #3712,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Perry Saturn,3712.0,perry saturn,perry saturn
,Disco Inferno,,Card #3725,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Disco Inferno,3725.0,disco inferno,disco inferno
,Ultimo Dragon,,Card #3748,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Ultimo Dragon,3748.0,ultimo dragon,ultimo dragon
,Lord Steven Regal,,Card #3776,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Lord Steven Regal,3776.0,lord steven regal,lord steven regal
,Ultimo Dragon,,Card #3788,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Ultimo Dragon,3788.0,ultimo dragon,ultimo dragon
,Prince Iaukea,,Card #3806,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Prince Iaukea,3806.0,prince iaukea,prince iaukea
,Lord Steven Regal,,Card #3862,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Lord Steven Regal,3862.0,lord steven regal,lord steven regal
,Lex Luger,,Card #3918,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Lex Luger,3918.0,lex luger,lex luger
,Johnny B. Badd,,Card #3922,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Johnny B. Badd,3922.0,johnny b badd,johnny b badd
,Lex Luger,,Card #3923,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Lex Luger,3923.0,lex luger,lex luger
,Johnny B. Badd,,Card #3980,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Johnny B. Badd,3980.0,johnny b badd,johnny b badd
,Scott Steiner,,Card #4049,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Scott Steiner,4049.0,scott steiner,scott steiner
,Ricky Steamboat,,Card #4050,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Ricky Steamboat,4050.0,ricky steamboat,ricky steamboat
,Steve Austin,,Card #4065,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Steve Austin,4065.0,steve austin,steve austin
,Steve Austin,,Card #4127,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WCW World Television Title,,Steve Austin,4127.0,steve austin,steve austin
,Nikki Cross,,Card #5093,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Nikki Cross,5093.0,nikki cross,nikki cross
,Nikki Cross,,Card #5101,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Nikki Cross,5101.0,nikki cross,nikki cross
,Tamina,,Card #5101,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Tamina,5101.0,tamina,tamina
,Dana Brooke,,Card #5101,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Dana Brooke,5101.0,dana brooke,dana brooke
,Nikki Cross,,Card #5103,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Nikki Cross,5103.0,nikki cross,nikki cross
,Tamina,,Card #5103,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Tamina,5103.0,tamina,tamina
,Dana Brooke,,Card #5103,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Dana Brooke,5103.0,dana brooke,dana brooke
,Nikki A.S.H.,,Card #5130,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Nikki A.S.H.,5130.0,nikki a s h,nikki a s h
,Aja Smith,,Card #5130,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Aja Smith,5130.0,aja smith,aja smith
,Dana Brooke,,Card #5130,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Dana Brooke,5130.0,dana brooke,dana brooke
,Nikki A.S.H.,,Card #5142,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Nikki A.S.H.,5142.0,nikki a s h,nikki a s h
,Eddie Orengo,,Card #5142,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Eddie Orengo,5142.0,eddie orengo,eddie orengo
,Tamina,,Card #5142,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Tamina,5142.0,tamina,tamina
,Dana Brooke,,Card #5142,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Dana Brooke,5142.0,dana brooke,dana brooke
,Nikki A.S.H.,,Card #5156,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Nikki A.S.H.,5156.0,nikki a s h,nikki a s h
,Shawn Bennett,,Card #5156,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Shawn Bennett,5156.0,shawn bennett,shawn bennett
,Tamina,,Card #5156,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Tamina,5156.0,tamina,tamina
,Dana Brooke,,Card #5156,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Dana Brooke,5156.0,dana brooke,dana brooke
,Nikki A.S.H.,,Card #5158,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Nikki A.S.H.,5158.0,nikki a s h,nikki a s h
,Tamina,,Card #5158,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Tamina,5158.0,tamina,tamina
,Dana Brooke,,Card #5158,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Dana Brooke,5158.0,dana brooke,dana brooke
,Akira Tozawa,,Card #5179,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Akira Tozawa,5179.0,akira tozawa,akira tozawa
,Nikki A.S.H.,,Card #5179,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Nikki A.S.H.,5179.0,nikki a s h,nikki a s h
,Alexa Bliss,,Card #5179,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Alexa Bliss,5179.0,alexa bliss,alexa bliss
,Doudrop,,Card #5179,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Doudrop,5179.0,doudrop,doudrop
,Tamina,,Card #5179,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Tamina,5179.0,tamina,tamina
,Doudrop,,Card #5205,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Doudrop,5205.0,doudrop,doudrop
,Akira Tozawa,,Card #5205,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Akira Tozawa,5205.0,akira tozawa,akira tozawa
,R-Truth,,Card #5205,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5205.0,r truth,r truth
,Nikki A.S.H.,,Card #5205,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Nikki A.S.H.,5205.0,nikki a s h,nikki a s h
,Dana Brooke,,Card #5205,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Dana Brooke,5205.0,dana brooke,dana brooke
,Dana Brooke,,Card #5217,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Dana Brooke,5217.0,dana brooke,dana brooke
,Tamina,,Card #5223,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Tamina,5223.0,tamina,tamina
,Akira Tozawa,,Card #5223,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Akira Tozawa,5223.0,akira tozawa,akira tozawa
,Dana Brooke,,Card #5302,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Dana Brooke,5302.0,dana brooke,dana brooke
,Reggie,,Card #5304,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Reggie,5304.0,reggie,reggie
,Cedric Alexander,,Card #5375,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Cedric Alexander,5375.0,cedric alexander,cedric alexander
,Dana Brooke,,Card #5375,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Dana Brooke,5375.0,dana brooke,dana brooke
,Drake Maverick,,Card #5388,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Drake Maverick,5388.0,drake maverick,drake maverick
,Akira Tozawa,,Card #5388,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Akira Tozawa,5388.0,akira tozawa,akira tozawa
,Corey Graves,,Card #5388,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Corey Graves,5388.0,corey graves,corey graves
,Byron Saxton,,Card #5388,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Byron Saxton,5388.0,byron saxton,byron saxton
,Reggie,,Card #5388,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Reggie,5388.0,reggie,reggie
,Reginald,,Card #5484,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Reginald,5484.0,reginald,reginald
,Drew Gulak,,Card #5497,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Drew Gulak,5497.0,drew gulak,drew gulak
,R-Truth,,Card #5497,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5497.0,r truth,r truth
,Akira Tozawa,,Card #5497,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Akira Tozawa,5497.0,akira tozawa,akira tozawa
,Akira Tozawa,,Card #5523,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Akira Tozawa,5523.0,akira tozawa,akira tozawa
,Joseph Average,,Card #5558,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Joseph Average,5558.0,joseph average,joseph average
,R-Truth,,Card #5558,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5558.0,r truth,r truth
,Bad Bunny,,Card #5579,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Bad Bunny,5579.0,bad bunny,bad bunny
,Alicia Fox,,Card #5588,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Alicia Fox,5588.0,alicia fox,alicia fox
,R-Truth,,Card #5588,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5588.0,r truth,r truth
,Peter Rosenberg,,Card #5588,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Peter Rosenberg,5588.0,peter rosenberg,peter rosenberg
,R-Truth,,Card #5606,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5606.0,r truth,r truth
,Angel Garza,,Card #5608,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Angel Garza,5608.0,angel garza,angel garza
,The Gobbledy Gooker,,Card #5633,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,The Gobbledy Gooker,5633.0,the gobbledy gooker,the gobbledy gooker
,Akira Tozawa,,Card #5633,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Akira Tozawa,5633.0,akira tozawa,akira tozawa
,R-Truth,,Card #5633,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5633.0,r truth,r truth
,Akira Tozawa,,Card #5641,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Akira Tozawa,5641.0,akira tozawa,akira tozawa
,Erik,,Card #5641,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Erik,5641.0,erik,erik
,Drew Gulak,,Card #5641,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Drew Gulak,5641.0,drew gulak,drew gulak
,Tucker,,Card #5641,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Tucker,5641.0,tucker,tucker
,Gran Metalik,,Card #5641,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Gran Metalik,5641.0,gran metalik,gran metalik
,Lince Dorado,,Card #5641,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Lince Dorado,5641.0,lince dorado,lince dorado
,R-Truth,,Card #5641,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5641.0,r truth,r truth
,Drew Gulak,,Card #5645,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Drew Gulak,5645.0,drew gulak,drew gulak
,Drew Gulak,,Card #5662,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Drew Gulak,5662.0,drew gulak,drew gulak
,R-Truth,,Card #5662,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5662.0,r truth,r truth
,Akira Tozawa,,Card #5665,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Akira Tozawa,5665.0,akira tozawa,akira tozawa
,Drew Gulak,,Card #5665,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Drew Gulak,5665.0,drew gulak,drew gulak
,R-Truth,,Card #5665,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5665.0,r truth,r truth
,Drew Gulak,,Card #5666,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Drew Gulak,5666.0,drew gulak,drew gulak
,R-Truth,,Card #5666,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5666.0,r truth,r truth
,R-Truth,,Card #5682,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5682.0,r truth,r truth
,Akira Tozawa,,Card #5687,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Akira Tozawa,5687.0,akira tozawa,akira tozawa
,Shelton Benjamin,,Card #5692,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Shelton Benjamin,5692.0,shelton benjamin,shelton benjamin
,Cedric Alexander,,Card #5692,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Cedric Alexander,5692.0,cedric alexander,cedric alexander
,R-Truth,,Card #5698,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5698.0,r truth,r truth
,Akira Tozawa,,Card #5700,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Akira Tozawa,5700.0,akira tozawa,akira tozawa
,Shelton Benjamin,,Card #5708,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Shelton Benjamin,5708.0,shelton benjamin,shelton benjamin
,R-Truth,,Card #5722,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5722.0,r truth,r truth
,Akira Tozawa,,Card #5726,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Akira Tozawa,5726.0,akira tozawa,akira tozawa
,R-Truth,,Card #5740,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5740.0,r truth,r truth
,Rob Gronkowski,,Card #5770,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Rob Gronkowski,5770.0,rob gronkowski,rob gronkowski
,Mojo Rawley,,Card #5772,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Mojo Rawley,5772.0,mojo rawley,mojo rawley
,R-Truth,,Card #5779,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5779.0,r truth,r truth
,Riddick Moss,,Card #5809,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Riddick Moss,5809.0,riddick moss,riddick moss
,R-Truth,,Card #5818,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5818.0,r truth,r truth
,Mojo Rawley,,Card #5818,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Mojo Rawley,5818.0,mojo rawley,mojo rawley
,Mojo Rawley,,Card #5828,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Mojo Rawley,5828.0,mojo rawley,mojo rawley
,Akira Tozawa,,Card #5843,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Akira Tozawa,5843.0,akira tozawa,akira tozawa
,Santa Claus,,Card #5843,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Santa Claus,5843.0,santa claus,santa claus
,R-Truth,,Card #5843,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5843.0,r truth,r truth
,Kyle Busch,,Card #5857,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Kyle Busch,5857.0,kyle busch,kyle busch
,Michael Giacco,,Card #5867,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Michael Giacco,5867.0,michael giacco,michael giacco
,R-Truth,,Card #5867,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5867.0,r truth,r truth
,R-Truth,,Card #5868,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5868.0,r truth,r truth
,R-Truth,,Card #5882,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5882.0,r truth,r truth
,Samir Singh,,Card #5882,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Samir Singh,5882.0,samir singh,samir singh
,Sunil Singh,,Card #5890,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Sunil Singh,5890.0,sunil singh,sunil singh
,Tamina,,Card #5900,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Tamina,5900.0,tamina,tamina
,R-Truth,,Card #5900,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5900.0,r truth,r truth
,Marshmello,,Card #5901,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Marshmello,5901.0,marshmello,marshmello
,Carmella,,Card #5901,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Carmella,5901.0,carmella,carmella
,Carmella,,Card #5906,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Carmella,5906.0,carmella,carmella
,Glenn Jacobs,,Card #5911,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Glenn Jacobs,5911.0,glenn jacobs,glenn jacobs
,R-Truth,,Card #5911,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5911.0,r truth,r truth
,Enes Kanter,,Card #5921,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Enes Kanter,5921.0,enes kanter,enes kanter
,R-Truth,,Card #5921,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5921.0,r truth,r truth
,Rob Stone,,Card #5931,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Rob Stone,5931.0,rob stone,rob stone
,Elias,,Card #5931,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Elias,5931.0,elias,elias
,R-Truth,,Card #5932,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5932.0,r truth,r truth
,Dash Wilder & Scott Dawson,,Card #5940,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Dash Wilder & Scott Dawson,5940.0,dash wilder scott dawson,dash wilder scott dawson
,R-Truth,,Card #5940,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5940.0,r truth,r truth
,Elias,,Card #5940,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Elias,5940.0,elias,elias
,Mike Kanellis,,Card #5945,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Mike Kanellis,5945.0,mike kanellis,mike kanellis
,R-Truth,,Card #5945,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,R-Truth,5945.0,r truth,r truth
,Mike Kanellis,,Card #5950,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Mike Kanellis,5950.0,mike kanellis,mike kanellis
,Maria Kanellis,,Card #5950,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Maria Kanellis,5950.0,maria kanellis,maria kanellis
,Drake Maverick,,Card #5955,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Drake Maverick,5955.0,drake maverick,drake maverick
,Pat Patterson,,Card #5955,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Pat Patterson,5955.0,pat patterson,pat patterson
,Gerald Brisco,,Card #5955,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Gerald Brisco,5955.0,gerald brisco,gerald brisco
,Kelly Kelly,,Card #5955,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE 24/7 Title,,Kelly Kelly,5955.0,kelly kelly,kelly kelly
