overall_reign,holder,won_date,event_name,location,champion_reign_number,reign_days,days_recognized,era,notes,title,start_date,champion_name,source_order,holder_slug,champion_name_slug
,Sergeant Slaughter,,Card #14148,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Sergeant Slaughter,14148.0,sergeant slaughter,sergeant slaughter
,Hulk Hogan,,Card #14384,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Hulk Hogan,14384.0,hulk hogan,hulk hogan
,Randy Savage,,Card #14511,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Randy Savage,14511.0,randy savage,randy savage
,Andre the Giant,,Card #14534,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Andre the Giant,14534.0,andre the giant,andre the giant
,Hulk Hogan,,Card #14824,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Hulk Hogan,14824.0,hulk hogan,hulk hogan
,The Iron Sheik,,Card #14825,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,The Iron Sheik,14825.0,the iron sheik,the iron sheik
,Bob Backlund,,Card #14850,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWF World Heavyweight Title,,Bob Backlund,14850.0,bob backlund,bob backlund
,Yukon Eric & Yukon Pierre,,Card #11570,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWWF International Tag Team Titles,,Yukon Eric & Yukon Pierre,11570.0,yukon eric yukon pierre,yukon eric yukon pierre
,Chief Jay Strongbow & Sonny King,,Card #11649,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWWF International Tag Team Titles,,Chief Jay Strongbow & Sonny King,11649.0,chief jay strongbow sonny king,chief jay strongbow sonny king
,Karl Gotch & Rene Goulet,,Card #11654,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWWF International Tag Team Titles,,Karl Gotch & Rene Goulet,11654.0,karl gotch rene goulet,karl gotch rene goulet
,Bepo Mongol & Geto Mongol,,Card #11670,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWWF International Tag Team Titles,,Bepo Mongol & Geto Mongol,11670.0,bepo mongol geto mongol,bepo mongol geto mongol
,Tony Marino & Victor Rivera,,Card #11673,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWWF International Tag Team Titles,,Tony Marino & Victor Rivera,11673.0,tony marino victor rivera,tony marino victor rivera
,Antonio Pugliese & Johnny Valentine,,Card #11704,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWWF United States Tag Team Titles,,Antonio Pugliese & Johnny Valentine,11704.0,antonio pugliese johnny valentine,antonio pugliese johnny valentine
,Buddy Austin & George Scott,,Card #11777,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWWF United States Tag Team Titles,,Buddy Austin & George Scott,11777.0,buddy austin george scott,buddy austin george scott
,Bob Backlund,,Card #11574,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWWF World Heavyweight Title,,Bob Backlund,11574.0,bob backlund,bob backlund
,Billy Graham,,Card #11584,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWWF World Heavyweight Title,,Billy Graham,11584.0,billy graham,billy graham
,Bruno Sammartino,,Card #11627,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWWF World Heavyweight Title,,Bruno Sammartino,11627.0,bruno sammartino,bruno sammartino
,Stan Stasiak,,Card #11628,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWWF World Heavyweight Title,,Stan Stasiak,11628.0,stan stasiak,stan stasiak
,Pedro Morales,,Card #11662,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWWF World Heavyweight Title,,Pedro Morales,11662.0,pedro morales,pedro morales
,Ivan Koloff,,Card #11663,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWWF World Heavyweight Title,,Ivan Koloff,11663.0,ivan koloff,ivan koloff
,Bruno Sammartino,,Card #11759,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWWF World Heavyweight Title,,Bruno Sammartino,11759.0,bruno sammartino,bruno sammartino
,Gunther,,Card #4615,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Gunther,4615.0,gunther,gunther
,John Cena,,Card #8086,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,John Cena,8086.0,john cena,john cena
,Alberto Del Rio,,Card #8240,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Alberto Del Rio,8240.0,alberto del rio,alberto del rio
,Dolph Ziggler,,Card #8332,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Dolph Ziggler,8332.0,dolph ziggler,dolph ziggler
,Alberto Del Rio,,Card #8451,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Alberto Del Rio,8451.0,alberto del rio,alberto del rio
,The Big Show,,Card #8540,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,The Big Show,8540.0,the big show,the big show
,Sheamus,,Card #8676,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Sheamus,8676.0,sheamus,sheamus
,Sheamus,,Card #8822,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Sheamus,8822.0,sheamus,sheamus
,The Big Show,,Card #8957,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,The Big Show,8957.0,the big show,the big show
,Daniel Bryan,,Card #8957,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Daniel Bryan,8957.0,daniel bryan,daniel bryan
,Mark Henry,,Card #9073,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Mark Henry,9073.0,mark henry,mark henry
,Randy Orton,,Card #9119,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Randy Orton,9119.0,randy orton,randy orton
,Christian,,Card #9150,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Christian,9150.0,christian,christian
,Randy Orton,,Card #9203,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Randy Orton,9203.0,randy orton,randy orton
,Christian,,Card #9208,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Christian,9208.0,christian,christian
,Edge,,Card #9266,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Edge,9266.0,edge,edge
,Edge,,Card #9314,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Edge,9314.0,edge,edge
,Kane,,Card #9437,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Kane,9437.0,kane,kane
,Rey Mysterio,,Card #9459,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Rey Mysterio,9459.0,rey mysterio,rey mysterio
,Jack Swagger,,Card #9518,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Jack Swagger,9518.0,jack swagger,jack swagger
,Chris Jericho,,Card #9553,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Chris Jericho,9553.0,chris jericho,chris jericho
,The Undertaker,,Card #9670,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,The Undertaker,9670.0,the undertaker,the undertaker
,CM Punk,,Card #9706,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,CM Punk,9706.0,cm punk,cm punk
,Jeff Hardy,,Card #9731,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Jeff Hardy,9731.0,jeff hardy,jeff hardy
,Jeff Hardy,,Card #9769,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Jeff Hardy,9769.0,jeff hardy,jeff hardy
,CM Punk,,Card #9769,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,CM Punk,9769.0,cm punk,cm punk
,Edge,,Card #9801,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Edge,9801.0,edge,edge
,John Cena,,Card #9834,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,John Cena,9834.0,john cena,john cena
,Edge,,Card #9861,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Edge,9861.0,edge,edge
,John Cena,,Card #9902,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,John Cena,9902.0,john cena,john cena
,Chris Jericho,,Card #9912,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Chris Jericho,9912.0,chris jericho,chris jericho
,Batista,,Card #9916,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Batista,9916.0,batista,batista
,Chris Jericho,,Card #9940,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Chris Jericho,9940.0,chris jericho,chris jericho
,CM Punk,,Card #9979,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,CM Punk,9979.0,cm punk,cm punk
,Edge,,Card #9999,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Edge,9999.0,edge,edge
,The Undertaker,,Card #10044,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,The Undertaker,10044.0,the undertaker,the undertaker
,Edge,,Card #10107,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Edge,10107.0,edge,edge
,Batista,,Card #10167,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Batista,10167.0,batista,batista
,The Great Khali,,Card #10204,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,The Great Khali,10204.0,the great khali,the great khali
,Edge,,Card #10246,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Edge,10246.0,edge,edge
,The Undertaker,,Card #10271,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,The Undertaker,10271.0,the undertaker,the undertaker
,Batista,,Card #10353,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Batista,10353.0,batista,batista
,King Booker,,Card #10433,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,King Booker,10433.0,king booker,king booker
,Rey Mysterio,,Card #10514,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Rey Mysterio,10514.0,rey mysterio,rey mysterio
,Kurt Angle,,Card #10572,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Kurt Angle,10572.0,kurt angle,kurt angle
,Batista,,Card #10790,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Batista,10790.0,batista,batista
,Triple H,,Card #10930,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Triple H,10930.0,triple h,triple h
,Randy Orton,,Card #10950,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Randy Orton,10950.0,randy orton,randy orton
,Chris Benoit,,Card #11062,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Chris Benoit,11062.0,chris benoit,chris benoit
,Triple H,,Card #11122,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Triple H,11122.0,triple h,triple h
,Goldberg,,Card #11187,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Goldberg,11187.0,goldberg,goldberg
,Triple H,,Card #11389,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Triple H,11389.0,triple h,triple h
,Shawn Michaels,,Card #11410,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE),,Shawn Michaels,11410.0,shawn michaels,shawn michaels
,Triple H,,Card #11434,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Heavyweight Championship (WWE) WWE Intercontinental Championship,,Triple H,11434.0,triple h,triple h
,Jey Uso & Jimmy Uso,,Card #4159,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Jey Uso & Jimmy Uso,4159.0,jey uso jimmy uso,jey uso jimmy uso
,A.J. Styles & Dragon Lee,,Card #4203,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,A.J. Styles & Dragon Lee,4203.0,a j styles dragon lee,a j styles dragon lee
,Finn Bálor & JD McDonagh,,Card #4316,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Finn Bálor & JD McDonagh,4316.0,finn balor jd mcdonagh,finn balor jd mcdonagh
,Kofi Kingston & Xavier Woods,,Card #4392,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Kofi Kingston & Xavier Woods,4392.0,kofi kingston xavier woods,kofi kingston xavier woods
,Erik & Ivar,,Card #4511,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Erik & Ivar,4511.0,erik ivar,erik ivar
,Finn Bálor & JD McDonagh,,Card #4582,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Finn Bálor & JD McDonagh,4582.0,finn balor jd mcdonagh,finn balor jd mcdonagh
,Finn Bálor & JD McDonagh,,Card #4647,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Finn Bálor & JD McDonagh,4647.0,finn balor jd mcdonagh,finn balor jd mcdonagh
,Carlito & Primo,,Card #9932,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Carlito & Primo,9932.0,carlito primo,carlito primo
,Cody Rhodes & Jr. & Ted DiBiase,,Card #9980,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Cody Rhodes & Jr. & Ted DiBiase,9980.0,cody rhodes jr ted dibiase,cody rhodes jr ted dibiase
,Cody Rhodes & Hardcore Holly,,Card #10110,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Cody Rhodes & Hardcore Holly,10110.0,cody rhodes hardcore holly,cody rhodes hardcore holly
,John Morrison & The Miz,,Card #10125,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,John Morrison & The Miz,10125.0,john morrison the miz,john morrison the miz
,Matt Hardy & Montel Vontavious Porter,,Card #10176,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Matt Hardy & Montel Vontavious Porter,10176.0,matt hardy montel vontavious porter,matt hardy montel vontavious porter
,Edge & Randy Orton,,Card #10360,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Edge & Randy Orton,10360.0,edge randy orton,edge randy orton
,Ric Flair & Roddy Piper,,Card #10363,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Ric Flair & Roddy Piper,10363.0,ric flair roddy piper,ric flair roddy piper
,Joey Mercury & Johnny Nitro,,Card #10582,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Joey Mercury & Johnny Nitro,10582.0,joey mercury johnny nitro,joey mercury johnny nitro
,Batista & Rey Mysterio,,Card #10590,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Batista & Rey Mysterio,10590.0,batista rey mysterio,batista rey mysterio
,Kane & The Big Show,,Card #10634,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Kane & The Big Show,10634.0,kane the big show,kane the big show
,Lance Cade & Trevor Murdoch,,Card #10674,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Lance Cade & Trevor Murdoch,10674.0,lance cade trevor murdoch,lance cade trevor murdoch
,Rob Conway & Sylvain Grenier,,Card #10772,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Rob Conway & Sylvain Grenier,10772.0,rob conway sylvain grenier,rob conway sylvain grenier
,Rosey & The Hurricane,,Card #10772,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Rosey & The Hurricane,10772.0,rosey the hurricane,rosey the hurricane
,Joey Mercury & Johnny Nitro,,Card #10779,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Joey Mercury & Johnny Nitro,10779.0,joey mercury johnny nitro,joey mercury johnny nitro
,Chris Benoit & Edge,,Card #10897,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Chris Benoit & Edge,10897.0,chris benoit edge,chris benoit edge
,Billy Kidman & Paul London,,Card #10975,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Billy Kidman & Paul London,10975.0,billy kidman paul london,billy kidman paul london
,Chris Benoit & Edge,,Card #11031,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Chris Benoit & Edge,11031.0,chris benoit edge,chris benoit edge
,Batista & Ric Flair,,Card #11051,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Batista & Ric Flair,11051.0,batista ric flair,batista ric flair
,Booker T. & Rob Van Dam,,Card #11079,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Booker T. & Rob Van Dam,11079.0,booker t rob van dam,booker t rob van dam
,Rikishi & Scotty 2 Hotty,,Card #11090,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Rikishi & Scotty 2 Hotty,11090.0,rikishi scotty 2 hotty,rikishi scotty 2 hotty
,Batista & Ric Flair,,Card #11122,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Batista & Ric Flair,11122.0,batista ric flair,batista ric flair
,Chavo Guerrero & Eddie Guerrero,,Card #11191,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Chavo Guerrero & Eddie Guerrero,11191.0,chavo guerrero eddie guerrero,chavo guerrero eddie guerrero
,Charlie Haas & Shelton Benjamin,,Card #11247,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Charlie Haas & Shelton Benjamin,11247.0,charlie haas shelton benjamin,charlie haas shelton benjamin
,Rene Dupree & Sylvain Grenier,,Card #11260,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),World Tag Team Titles (WWE),,Rene Dupree & Sylvain Grenier,11260.0,rene dupree sylvain grenier,rene dupree sylvain grenier
